Console,GameName,Review,Score,Score_Category
XBOX,NHL Rivals 2004 Review,fair,6,Medium
PS2,Metal Arms: Glitch in the System Review,great,8,High
GC,Metal Arms: Glitch in the System Review,great,8,High
PC,XIII Review,fair,6,Medium
XBOX,Links 2004 Review,good,7,Medium
PC,The Hobbit Review,fair,6,Medium
XBOX,Jedi Knight: Jedi Academy Review,great,8,High
GBA,DemiKids: Dark Version Review,fair,6,Medium
GBA,DemiKids: Light Version Review,fair,6,Medium
PC,Jedi Knight: Jedi Academy Review,great,8,High
XBOX,Project Gotham Racing 2 Review,great,8,High
PS2,PaRappa the Rapper 2 Review,fair,6,Medium
PS2,Manhunt Review,great,8,High
PS,RC de GO! Review,good,7,Medium
XBOX,ESPN College Hoops Review,great,8,High
XBOX,Sphinx and the Cursed Mummy Review,great,8,High
PS2,Sphinx and the Cursed Mummy Review,great,8,High
GC,Sphinx and the Cursed Mummy Review,great,8,High
XBOX,The Hobbit Review,fair,6,Medium
PS2,The Hobbit Review,fair,6,Medium
GC,The Hobbit Review,fair,6,Medium
GBA,Mario & Luigi: Superstar Saga Review,superb,9,High
XBOX,Terminator 3 Review,bad,3,Very Low
PS2,Terminator 3 Review,bad,3,Very Low
PC,Civilization III: Conquests Review,great,8,High
PS2,Final Fantasy X-2 Review,great,8,High
PC,NBA Live 2004 Review,good,7,Medium
PC,The History Channel's Crusades: Quest for Power Review,terrible,2,Very Low
XBOX,Counter-Strike Review,good,7,Medium
XBOX,The Haunted Mansion Review,good,7,Medium
XBOX,Need for Speed Underground Review,good,7,Medium
GC,Need for Speed Underground Review,good,7,Medium
PS2,The Haunted Mansion Review,good,7,Medium
PC,Redline: Xtreme Air Racing 2 Review,fair,6,Medium
XBOX,Arx Fatalis Review,great,8,High
PC,Gothic II Review,great,8,High
GBA,Teenage Mutant Ninja Turtles Review,mediocre,5,Low
PC,Contract J.A.C.K. Review,mediocre,5,Low
N64,Starcraft 64 Review,great,8,High
GC,Go! Go! Hypergrind Review,good,7,Medium
PC,Final Fantasy XI Review,great,8,High
PC,Savage: The Battle for Newerth Review,good,7,Medium
PC,Nosferatu: The Wrath of Malachi Review,good,7,Medium
PS2,Beyond Good & Evil Review,great,8,High
XBOX,Beyond Good & Evil Review,great,8,High
PC,Dungeon Siege: Legends of Aranna Review,mediocre,5,Low
GC,Mario Kart: Double Dash!! Review,good,7,Medium
PC,The Simpsons: Hit & Run Review,great,8,High
PC,PlanetSide: Core Combat Review,fair,6,Medium
PC,Traitors Gate 2 Review,poor,4,Low
PC,No Man's Land Review,mediocre,5,Low
XBOX,Legacy of Kain: Defiance Review,fair,6,Medium
PS2,Legacy of Kain: Defiance Review,fair,6,Medium
PC,F1 Challenge '99-'02 Review,great,8,High
PC,Curse: The Eye of Isis Review,fair,6,Medium
PS2,Medal of Honor Rising Sun Review,fair,6,Medium
XBOX,Medal of Honor Rising Sun Review,fair,6,Medium
GC,Medal of Honor Rising Sun Review,fair,6,Medium
XBOX,Harry Potter: Quidditch World Cup Review,fair,6,Medium
PC,Harry Potter: Quidditch World Cup Review,fair,6,Medium
GC,Harry Potter: Quidditch World Cup Review,fair,6,Medium
PS2,Harry Potter: Quidditch World Cup Review,fair,6,Medium
GBA,Blackthorne Review,good,7,Medium
PS2,Ratchet & Clank: Going Commando Review,great,8,High
XBOX,NFL Blitz Pro Review,fair,6,Medium
GC,Mario Party 5 Review,fair,6,Medium
GC,Crash Nitro Kart Review,good,7,Medium
PS2,Crash Nitro Kart Review,good,7,Medium
XBOX,Crash Nitro Kart Review,good,7,Medium
GBA,Fire Emblem Review,great,8,High
PS2,Karaoke Revolution Review,good,7,Medium
GBA,Double Dragon Advance Review,great,8,High
GBA,Road Rash: Jailbreak Review,good,7,Medium
PC,Pirate Hunter Review,good,7,Medium
XBOX,Morrowind Game of the Year Edition Review,good,7,Medium
PC,The Black Mirror Review,mediocre,5,Low
PC,The Lord of the Rings: War of the Ring Review,fair,6,Medium
PC,The History Channel Battle of Britain: World War II 1940 Review,good,7,Medium
XBOX,SWAT: Global Strike Team Review,great,8,High
PS2,SWAT: Global Strike Team Review,great,8,High
PC,IndyCar Series Review,good,7,Medium
PC,RollerCoaster Tycoon 2: Time Twister Review,poor,4,Low
GBA,Mega Man Zero 2 Review,great,8,High
XBOX,Grand Theft Auto Double Pack Review,superb,9,High
XBOX,True Crime: Streets of LA Review,good,7,Medium
GC,True Crime: Streets of LA Review,good,7,Medium
PS2,True Crime: Streets of LA Review,good,7,Medium
GBA,Top Gear Rally Review,great,8,High
PS2,EyeToy: Play Review,good,7,Medium
PC,The Lord of the Rings: The Return of the King Review,great,8,High
GC,The Lord of the Rings: The Return of the King Review,great,8,High
PS2,The Lord of the Rings: The Return of the King Review,great,8,High
XBOX,The Lord of the Rings: The Return of the King Review,great,8,High
PS2,SOCOM II: U.S. Navy SEALs Review,great,8,High
PS2,NBA ShootOut 2004 Review,poor,4,Low
XBOX,Gladiator: Sword of Vengeance Review,good,7,Medium
PS2,Gladiator: Sword of Vengeance Review,good,7,Medium
XBOX,Amped 2 Review,good,7,Medium
PC,Chrome Review,good,7,Medium
PC,Railroad Tycoon 3 Review,great,8,High
XBOX,Top Spin Review,superb,9,High
PS2,kill.switch Review,fair,6,Medium
PS2,NFL Blitz Pro Review,fair,6,Medium
PC,Massive Assault Review,good,7,Medium
XBOX,Rainbow Six 3 Review,great,8,High
PS2,Rogue Ops Review,fair,6,Medium
GC,Rogue Ops Review,fair,6,Medium
XBOX,Rogue Ops Review,fair,6,Medium
PC,Tom Clancy's Rogue Spear: Black Thorn Review,fair,6,Medium
PC,Legend of the North: Konung Review,bad,3,Very Low
PC,Merchant Prince II Review,mediocre,5,Low
PC,Ripley's Believe It or Not! Review,good,7,Medium
GC,Dragon Ball Z: Budokai Review,fair,6,Medium
PC,Williams Pinball Classics Review,good,7,Medium
PC,The Nations Review,fair,6,Medium
PC,Fortress Europe Review,terrible,2,Very Low
PC,Wizardry Gold Review,mediocre,5,Low
PC,In Cold Blood Review,good,7,Medium
PC,NHRA Drag Racing Main Event Review,good,7,Medium
GC,Wallace & Gromit in Project Zoo Review,fair,6,Medium
PC,Call of Duty Review,superb,9,High
GC,Tak and the Power of Juju Review,fair,6,Medium
PS2,Tak and the Power of Juju Review,fair,6,Medium
PC,Hidden & Dangerous 2 Review,good,7,Medium
PS2,Tony Hawk's Underground Review,great,8,High
XBOX,Tony Hawk's Underground Review,great,8,High
GC,Tony Hawk's Underground Review,great,8,High
XBOX,kill.switch Review,fair,6,Medium
PC,The Sims: Makin' Magic Review,great,8,High
PS2,Batman: Rise of Sin Tzu Review,good,7,Medium
XBOX,Batman: Rise of Sin Tzu Review,good,7,Medium
PC,Empires: Dawn of the Modern World Review,great,8,High
XBOX,Gladius Review,great,8,High
PS2,Gladius Review,great,8,High
GC,Gladius Review,great,8,High
PC,Celebrity Deathmatch Review,terrible,2,Very Low
XBOX,Celebrity Deathmatch Review,terrible,2,Very Low
PS2,Celebrity Deathmatch Review,terrible,2,Very Low
XBOX,ESPN NBA Basketball Review,great,8,High
XBOX,Grabbed by the Ghoulies Review,fair,6,Medium
PS2,WWE SmackDown! Here Comes the Pain Review,superb,9,High
PC,Paradise Cracked Review,poor,4,Low
PS2,Time Crisis 3 Review,good,7,Medium
PS2,ESPN NBA Basketball Review,great,8,High
PS2,Virtual On Marz Review,fair,6,Medium
NGE,Super Monkey Ball Review,fair,6,Medium
GC,Teenage Mutant Ninja Turtles Review,fair,6,Medium
XBOX,Teenage Mutant Ninja Turtles Review,fair,6,Medium
PS2,Teenage Mutant Ninja Turtles Review,fair,6,Medium
XBOX,Wallace & Gromit in Project Zoo Review,fair,6,Medium
PS2,SSX 3 Review,superb,9,High
PS2,Castlevania: Lament of Innocence Review,good,7,Medium
PS2,Wallace & Gromit in Project Zoo Review,fair,6,Medium
GC,SSX 3 Review,superb,9,High
XBOX,SSX 3 Review,superb,9,High
PC,Commandos 3: Destination Berlin Review,good,7,Medium
GC,Star Wars Rogue Squadron III: Rebel Strike Review,good,7,Medium
NGE,Tony Hawk's Pro Skater Review,fair,6,Medium
GC,NBA Live 2004 Review,great,8,High
GBA,Super Mario Advance 4: Super Mario Bros. 3 Review,great,8,High
PS2,"Crouching Tiger, Hidden Dragon Review",mediocre,5,Low
PC,UFO: Aftermath Review,fair,6,Medium
PS2,NBA Live 2004 Review,great,8,High
PC,Max Payne 2: The Fall of Max Payne Review,superb,9,High
PC,Space Colony Review,fair,6,Medium
GC,Kirby Air Ride Review,mediocre,5,Low
XBOX,Backyard Wrestling Review,poor,4,Low
PC,EverQuest: Lost Dungeons of Norrath Review,good,7,Medium
PS2,Jak II Review,superb,9,High
PC,Law & Order II: Double or Nothing	Review,good,7,Medium
PC,Tiger Woods PGA Tour 2004 Review,superb,9,High
XBOX,NBA Live 2004 Review,great,8,High
PS2,Mega Man X7 Review,fair,6,Medium
NGE,Puzzle Bobble VS Review,abysmal,1,Very Low
NGE,Puyo Pop Review,fair,6,Medium
GBA,Oddworld: Munch's Oddysee Review,poor,4,Low
GC,RoadKill Review,good,7,Medium
XBOX,RoadKill Review,good,7,Medium
PS2,RoadKill Review,good,7,Medium
NGE,Tomb Raider Review,mediocre,5,Low
PC,American Conquest: Fight Back Review,good,7,Medium
GBA,Battlebots: Design & Destroy Review,poor,4,Low
PS2,Backyard Wrestling: Don't Try This at Home Review,poor,4,Low
GC,Drome Racers Review,mediocre,5,Low
XBOX,Conflict: Desert Storm II Review,fair,6,Medium
PS2,Conflict: Desert Storm II Review,fair,6,Medium
XBOX,Grooverider: Slot Car Thunder Review,poor,4,Low
PC,Once Upon a Knight Review,mediocre,5,Low
PC,NHL 2004 Review,great,8,High
GC,Viewtiful Joe Review,superb,9,High
PC,BloodRayne Review,mediocre,5,Low
PC,Anarchy Online: The Shadowlands Review,great,8,High
PC,Etherlords II Review,great,8,High
PS2,Robin Hood: Defender of the Crown Review,fair,6,Medium
PC,SimCity 4: Rush Hour Review,great,8,High
PC,Halo: Combat Evolved Review,superb,9,High
PC,Warrior Kings: Battles Review,fair,6,Medium
XBOX,NBA Jam Review,good,7,Medium
PS2,NBA Jam Review,good,7,Medium
PC,Shrak for Quake Review,good,7,Medium
PC,Command & Conquer Generals Zero Hour Review,great,8,High
PS2,Tiger Woods PGA Tour 2004 Review,superb,9,High
GC,NHL Hitz Pro Review,great,8,High
XBOX,NHL Hitz Pro Review,great,8,High
PS2,NHL 2004 Review,great,8,High
XBOX,Tiger Woods PGA Tour 2004 Review,great,8,High
PS2,Dynasty Tactics 2 Review,great,8,High
XBOX,NASCAR Thunder 2004 Review,great,8,High
PS2,NASCAR Thunder 2004 Review,great,8,High
PC,NASCAR Thunder 2004 Review,good,7,Medium
GC,Tiger Woods PGA Tour 2004 Review,great,8,High
PS2,DDRMAX2 Dance Dance Revolution Review,good,7,Medium
PC,Neighbors From Hell Review,fair,6,Medium
XBOX,WWE Raw 2 Review,fair,6,Medium
GBA,Banjo-Kazooie: Grunty's Revenge Review,fair,6,Medium
XBOX,NHL 2004 Review,great,8,High
GC,NHL 2004 Review,great,8,High
PS2,Rugby 2004 Review,mediocre,5,Low
PC,Medal of Honor Allied Assault Breakthrough Review,fair,6,Medium
XBOX,Voodoo Vince Review,good,7,Medium
PC,The Temple of Elemental Evil Review,good,7,Medium
XBOX,Freedom Fighters Review,superb,9,High
GC,Freedom Fighters Review,superb,9,High
PS2,Freedom Fighters Review,superb,9,High
PC,Freedom Fighters Review,superb,9,High
PC,Starsky & Hutch Review,fair,6,Medium
XBOX,Dino Crisis 3 Review,mediocre,5,Low
XBOX,Dungeons & Dragons Heroes Review,fair,6,Medium
PC,Homeworld 2 Review,great,8,High
GBA,Boktai: The Sun Is in Your Hand Review,great,8,High
XBOX,The Simpsons: Hit & Run Review,great,8,High
PS2,The Simpsons: Hit & Run Review,great,8,High
GC,The Simpsons: Hit & Run Review,great,8,High
PS,Ore no Ryori Import Review,good,7,Medium
PS2,Hunter: The Reckoning Wayward Review,good,7,Medium
PS2,XGRA Review,good,7,Medium
XBOX,XGRA Review,good,7,Medium
PS2,ESPN NHL Hockey Review,superb,9,High
XBOX,ESPN NHL Hockey Review,superb,9,High
PC,Hoyle Majestic Chess Review,good,7,Medium
PS2,Lethal Skies II Review,good,7,Medium
PS2,NCAA GameBreaker Football 2004 Review,mediocre,5,Low
PC,Heaven & Hell Review,poor,4,Low
GC,P.N. 03 Review,mediocre,5,Low
PS2,.hack Part 3: Outbreak Review,fair,6,Medium
PC,Battlefield 1942: Secret Weapons of WWII Review,great,8,High
GC,WrestleMania XIX Review,good,7,Medium
PC,Rebels: Prison Escape Review,bad,3,Very Low
PS2,Agassi Tennis Generation Review,mediocre,5,Low
GBA,Final Fantasy Tactics Advance Review,great,8,High
XBOX,Scooby-Doo! Night of 100 Frights Review,fair,6,Medium
PS2,ESPN NFL Football Review,superb,9,High
XBOX,ESPN NFL Football Review,superb,9,High
XBOX,Dynasty Warriors 4 Review,good,7,Medium
XBOX,Disney's Extreme Skate Adventure Review,good,7,Medium
GC,Disney's Extreme Skate Adventure Review,good,7,Medium
PS2,Disney's Extreme Skate Adventure Review,good,7,Medium
PC,Spy Hunter Review,mediocre,5,Low
GBA,Mortal Kombat: Tournament Edition Review,good,7,Medium
XBOX,NFL Fever 2004 Review,good,7,Medium
PC,Republic: The Revolution Review,fair,6,Medium
PC,Enigma: Rising Tide Review,good,7,Medium
PC,Cold Zero: No Mercy Review,good,7,Medium
GBA,Freekstyle Review,fair,6,Medium
PS2,Romance of the Three Kingdoms VIII Review,good,7,Medium
PC,Tron 2.0 Review,good,7,Medium
PC,AquaNox 2: Revelation Review,mediocre,5,Low
PS2,NFL GameDay 2004 Review,fair,6,Medium
PS2,Futurama Review,poor,4,Low
XBOX,Futurama Review,poor,4,Low
XBOX,Buffy the Vampire Slayer: Chaos Bleeds Review,great,8,High
PS2,Buffy the Vampire Slayer: Chaos Bleeds Review,great,8,High
PS2,Mojo! Review,mediocre,5,Low
PC,Ghost Master Review,great,8,High
PC,Chaser Review,great,8,High
XBOX,Soul Calibur II Review,great,8,High
GC,Soul Calibur II Review,great,8,High
PS2,Soul Calibur II Review,great,8,High
GC,F-Zero GX Review,great,8,High
PS2,Bombastic Review,good,7,Medium
XBOX,Otogi: Myth of Demons Review,great,8,High
PC,Tony Hawk's Pro Skater 4 Review,great,8,High
XBOX,Pro Cast Sports Fishing Review,good,7,Medium
GBA,Pokémon Pinball: Ruby & Sapphire Review,good,7,Medium
PS2,Disgaea: Hour of Darkness Review,great,8,High
PC,1nsane Review,good,7,Medium
PC,Europa Universalis: Crown of the North Review,fair,6,Medium
PS2,Smash Cars Review,good,7,Medium
GC,Big Mutha Truckers Review,fair,6,Medium
PC,Korsun Pocket Review,great,8,High
XBOX,Tennis Masters Series 2003 Review,fair,6,Medium
PS2,MetropolisMania Review,good,7,Medium
PC,Runaway: A Road Adventure Review,good,7,Medium
GBA,Shrek: Reekin' Havoc Review,fair,6,Medium
GBA,Monster Truck Madness Review,good,7,Medium
PS2,Silent Line: Armored Core Review,fair,6,Medium
XBOX,Alter Echo Review,good,7,Medium
PS2,Alter Echo Review,good,7,Medium
PC,Lionheart: Legacy of the Crusader Review,fair,6,Medium
GBA,Madden NFL 2004 Review,good,7,Medium
PC,Madden NFL 2004 Review,great,8,High
PC,State of Emergency Review,good,7,Medium
GC,Rally Championship Review,mediocre,5,Low
GBA,Pirates of the Caribbean Review,bad,3,Very Low
PC,American Conquest Review,great,8,High
PS2,Madden NFL 2004 Review,superb,9,High
GC,Freaky Flyers Review,fair,6,Medium
PC,Valhalla Chronicles Review,bad,3,Very Low
PC,Age of Wonders: Shadow Magic Review,great,8,High
PC,Mistmare Review,abysmal,1,Very Low
PS2,Virtua Fighter 4: Evolution Review,superb,9,High
GC,Madden NFL 2004 Review,superb,9,High
XBOX,Madden NFL 2004 Review,superb,9,High
XBOX,Tom Clancy's Ghost Recon: Island Thunder Review,good,7,Medium
XBOX,Dinotopia: The Sunstone Odyssey Review,poor,4,Low
PC,NAVY SEALs: Weapons of Mass Destruction Review,abysmal,1,Very Low
PS2,Splashdown: Rides Gone Wild Review,great,8,High
XBOX,Robocop Review,terrible,2,Very Low
GC,Aquaman: Battle for Atlantis Review,terrible,2,Very Low
XBOX,Aquaman: Battle for Atlantis Review,terrible,2,Very Low
PC,Emergency Fire Response Review,good,7,Medium
GC,Dinotopia: The Sunstone Odyssey Review,poor,4,Low
PC,Dark Fall - The Journal Review,fair,6,Medium
GBA,Spy Kids 3-D: Game Over Review,fair,6,Medium
PS2,Silent Hill 3 Review,great,8,High
XBOX,Freaky Flyers Review,fair,6,Medium
PS2,Freaky Flyers Review,fair,6,Medium
XBOX,Syberia Review,great,8,High
PS2,Aliens Versus Predator: Extinction Review,good,7,Medium
XBOX,Aliens Versus Predator: Extinction Review,good,7,Medium
GBA,Mega Man Battle Network 3 Review,great,8,High
XBOX,Dakar 2 Review,good,7,Medium
GC,Dakar 2 Review,good,7,Medium
PC,The Great Escape Review,fair,6,Medium
GC,Mario Golf: Toadstool Tour Review,great,8,High
XBOX,The Great Escape Review,fair,6,Medium
PS2,The Great Escape Review,fair,6,Medium
PC,Microsoft Flight Simulator 2004: A Century of Flight Review,great,8,High
PC,Nexagon: Deathmatch Review,fair,6,Medium
GC,Charlie's Angels Review,abysmal,1,Very Low
SAT,Shining Force III Review,great,8,High
PS2,Magic Pengel: The Quest for Color Review,good,7,Medium
GBA,The Simpsons: Road Rage Review,mediocre,5,Low
PS2,Downhill Domination Review,good,7,Medium
PC,Midnight Club II Review,good,7,Medium
GBA,Buffy the Vampire Slayer Review,bad,3,Very Low
PS2,Colin McRae Rally 3 Review,great,8,High
PC,Disciples II: Servants of the Dark Review,good,7,Medium
PC,Disciples II: Guardians of the Light Review,good,7,Medium
PS2,NCAA Football 2004 Review,great,8,High
XBOX,Outlaw Volleyball Review,good,7,Medium
GC,NCAA Football 2004 Review,great,8,High
XBOX,NCAA Football 2004 Review,great,8,High
XBOX,Star Wars: Knights of the Old Republic Review,superb,9,High
GBA,Drome Racers Review,great,8,High
XBOX,Pirates of the Caribbean Review,good,7,Medium
PC,Pirates of the Caribbean Review,good,7,Medium
PS2,K-1 World Grand Prix Review,fair,6,Medium
PC,Legacy Online Review,fair,6,Medium
PC,Star Wars Galaxies: An Empire Divided Review,good,7,Medium
PC,Warcraft III: The Frozen Throne Review,superb,9,High
PC,Tennis Masters Series 2003 Review,good,7,Medium
PC,Tomb Raider: The Angel of Darkness Review,fair,6,Medium
PS2,Summer Heat Beach Volleyball Review,good,7,Medium
PS2,Naval Ops: Warship Gunner Review,fair,6,Medium
PS2,F1 Career Challenge Review,good,7,Medium
GBA,Rock 'N Roll Racing Review,great,8,High
PS2,Ape Escape 2 Review,great,8,High
PS2,The Italian Job Review,poor,4,Low
XBOX,SX Superstar Review,fair,6,Medium
XBOX,The Italian Job Review,poor,4,Low
GC,SX Superstar Review,fair,6,Medium
GC,The Italian Job Review,poor,4,Low
PS2,Freestyle MetalX Review,fair,6,Medium
PC,Star Trek Elite Force II Review,good,7,Medium
GBA,Ultimate Muscle: The Path of the Superhero Review,good,7,Medium
GBA,Iridion II Review,great,8,High
PC,Chariots of War Review,fair,6,Medium
XBOX,Tetris Worlds (Online Edition) Review,fair,6,Medium
GBA,Space Channel 5: Ulala's Cosmic Attack Review,poor,4,Low
PC,Indiana Jones and the Emperor's Tomb Review,good,7,Medium
PC,The Italian Job Review,good,7,Medium
PS,The Italian Job Review,good,7,Medium
PS2,Mace Griffin Bounty Hunter Review,good,7,Medium
PS2,Tomb Raider: The Angel of Darkness Review,fair,6,Medium
XBOX,Mace Griffin Bounty Hunter Review,good,7,Medium
PS2,Indiana Jones and the Emperor's Tomb Review,poor,4,Low
GBA,Sonic Pinball Party Review,great,8,High
XBOX,X-Men: Next Dimension Review,fair,6,Medium
XBOX,Soldier of Fortune II: Double Helix Review,mediocre,5,Low
PS2,Arc the Lad: Twilight of the Spirits Review,great,8,High
PC,World War II: Frontline Command Review,fair,6,Medium
GC,Sonic Adventure DX Review,mediocre,5,Low
PS2,Evil Dead: A Fistful of Boomstick Review,mediocre,5,Low
XBOX,Evil Dead: A Fistful of Boomstick Review,mediocre,5,Low
GC,Wario World Review,fair,6,Medium
PS2,Fire ProWrestling Z Review,great,8,High
GBA,Advance Wars 2: Black Hole Rising Review,superb,9,High
PC,PlanetSide Review,good,7,Medium
PC,Will Rock Review,fair,6,Medium
PC,Line of Sight: Vietnam Review,good,7,Medium
XBOX,Midtown Madness 3 Review,great,8,High
GC,Hitman 2: Silent Assassin Review,great,8,High
PS2,RTX Red Rock Review,poor,4,Low
PS2,Unlimited SaGa Review,poor,4,Low
GBA,Dragon Ball Z: The Legacy of Goku II Review,good,7,Medium
PC,Neverwinter Nights: Shadows of Undrentide Review,good,7,Medium
GC,Mega Man Network Transmission Review,fair,6,Medium
PS2,Resident Evil: Dead Aim Review,fair,6,Medium
XBOX,IndyCar Series Review,fair,6,Medium
